date,courier_id,work_hours,deliveries,bmi,avg_hr,steps
2024-02-23,C_09,10.1,101,20.0,95.8,26130
2024-02-24,C_09,8.0,97,22.4,82.1,24097
2024-02-25,C_09,7.2,101,26.0,91.1,20408
2024-02-26,C_09,10.4,120,26.4,86.7,23163
2024-02-27,C_09,7.0,91,21.6,95.6,20058
2024-02-28,C_09,10.7,98,27.7,79.5,24156
2024-02-29,C_09,9.5,104,24.0,85.7,21283
2024-03-01,C_09,8.3,129,27.3,84.6,16976
2024-03-02,C_09,8.0,84,25.7,80.6,21443
2024-03-03,C_09,7.0,113,25.8,96.7,28324
2024-03-04,C_09,7.9,118,20.7,75.0,19759
2024-03-05,C_09,7.6,89,21.8,74.5,22595
2024-03-06,C_09,9.4,126,20.1,87.3,19920
2024-03-07,C_09,7.7,86,25.7,89.7,16887
2024-03-08,C_09,9.1,116,22.8,75.8,25639
2024-03-09,C_09,9.4,126,26.3,81.7,15991
2024-03-10,C_09,8.2,94,22.7,98.4,20228
2024-03-11,C_09,7.1,121,26.6,77.4,26748
2024-03-12,C_09,7.1,103,21.0,90.1,27151
2024-03-13,C_09,7.1,105,21.4,92.2,29484
2024-03-14,C_09,10.0,105,22.7,83.4,23046
2024-03-15,C_09,8.3,125,23.3,98.1,29027
2024-03-16,C_09,10.2,105,22.8,92.1,21450
2024-03-17,C_09,8.7,89,26.1,83.7,18604
2024-03-18,C_09,8.8,96,20.8,87.1,16083
2024-03-19,C_09,9.1,93,22.8,90.8,23626
2024-03-20,C_09,9.9,81,26.7,87.8,15020
2024-03-21,C_09,8.1,127,20.5,96.4,26114
2024-03-22,C_09,7.5,92,27.5,80.7,29717
2024-03-23,C_09,9.2,106,27.9,79.0,29580
2024-03-24,C_09,8.3,88,20.7,76.4,25117
2024-03-25,C_09,8.8,86,22.3,71.1,24664
2024-03-26,C_09,9.6,127,23.0,71.3,16099
2024-03-27,C_09,9.0,89,26.2,96.1,21841
2024-03-28,C_09,9.5,88,24.8,90.4,17637
2024-03-29,C_09,9.2,101,25.2,89.8,23581
2024-03-30,C_09,10.0,102,26.1,88.4,22744
2024-03-31,C_09,9.8,86,20.9,95.5,18413
2024-04-01,C_09,9.1,127,26.7,84.4,22457
2024-04-02,C_09,9.7,88,25.6,96.1,25807
2024-04-03,C_09,10.5,106,24.6,80.8,16354
2024-04-04,C_09,8.7,103,27.1,97.8,21402
2024-04-05,C_09,8.7,108,25.6,91.0,19521
2024-04-06,C_09,10.1,96,21.6,77.7,29013
2024-04-07,C_09,9.3,99,23.4,86.9,20125
2024-04-08,C_09,7.3,86,24.0,86.0,15005
2024-04-09,C_09,10.6,122,20.4,74.1,23382
2024-04-10,C_09,7.1,119,27.6,87.7,23339
2024-04-11,C_09,10.0,86,21.0,79.4,27692
2024-04-12,C_09,10.0,107,25.6,71.6,19353
2024-04-13,C_09,10.8,98,24.0,98.5,18550
2024-04-14,C_09,7.2,99,20.2,89.2,29425
2024-04-15,C_09,9.4,123,27.4,96.3,28111
2024-04-16,C_09,8.7,118,26.8,90.3,23031
2024-04-17,C_09,8.3,119,24.2,80.7,19105
2024-04-18,C_09,7.4,86,21.8,85.4,24302
2024-04-19,C_09,9.3,85,21.0,90.3,27025
2024-04-20,C_09,8.9,104,22.9,98.8,28125
2024-04-21,C_09,7.4,120,22.0,77.6,20083
2024-04-22,C_09,9.4,92,24.1,96.2,23816
2024-04-23,C_09,10.0,118,27.7,97.7,27317
2024-04-24,C_09,10.1,119,24.6,90.1,17175
2024-04-25,C_09,10.6,101,27.1,97.9,26341
2024-04-26,C_09,8.6,128,25.2,81.9,29756
2024-04-27,C_09,10.8,96,23.8,98.6,24270
2024-04-28,C_09,10.5,127,26.8,91.1,26743
2024-04-29,C_09,8.2,101,23.8,71.3,25544
2024-04-30,C_09,7.6,113,26.9,97.2,23737
2024-05-01,C_09,8.7,87,22.3,84.5,20224
2024-05-02,C_09,8.6,128,21.0,83.8,16195
2024-05-03,C_09,9.3,124,26.8,87.0,28810
2024-05-04,C_09,9.3,97,24.7,74.5,17069
2024-05-05,C_09,10.0,103,27.1,84.1,18358
2024-05-06,C_09,9.0,121,27.5,94.9,17438
2024-05-07,C_09,7.4,81,20.4,70.5,23808
2024-05-08,C_09,10.4,81,24.0,78.2,19244
2024-05-09,C_09,8.2,106,23.0,70.1,18343
2024-05-10,C_09,10.9,93,25.0,82.5,16811
2024-05-11,C_09,7.5,127,26.3,91.8,29634
2024-05-12,C_09,10.8,118,22.2,94.0,15171
2024-05-13,C_09,7.4,91,24.5,98.4,19142
2024-05-14,C_09,7.9,111,25.7,88.3,15625
2024-05-15,C_09,7.2,107,21.1,77.6,20906
2024-05-16,C_09,9.8,107,26.5,97.7,22983
2024-05-17,C_09,10.4,125,24.8,93.3,19063
2024-05-18,C_09,8.7,104,27.6,87.2,25446
2024-05-19,C_09,10.7,83,22.7,90.9,23644
2024-05-20,C_09,9.4,105,20.9,97.7,24610
2024-05-21,C_09,9.5,115,24.1,91.4,23142
2024-05-22,C_09,10.4,129,20.7,81.1,15753
2024-05-23,C_09,8.2,82,27.8,91.4,26564
2024-05-24,C_09,8.4,80,20.3,71.2,21851
2024-05-25,C_09,10.6,96,26.0,81.6,20104
2024-05-26,C_09,10.6,86,24.2,82.2,25915
2024-05-27,C_09,10.9,127,22.9,75.0,22343
2024-05-28,C_09,10.6,84,20.5,70.7,21926
2024-05-29,C_09,7.5,98,25.0,74.0,28421
2024-05-30,C_09,10.3,118,24.7,89.6,21827
2024-05-31,C_09,8.6,125,22.2,94.1,26202
2024-06-01,C_09,11.0,113,27.3,99.6,26103
2024-06-02,C_09,8.9,114,22.4,80.4,24417
2024-06-03,C_09,9.2,128,23.6,88.0,23359
2024-06-04,C_09,9.1,95,24.4,98.1,18685
2024-06-05,C_09,8.3,119,20.8,75.0,23277
2024-06-06,C_09,7.3,129,27.5,91.5,24869
2024-06-07,C_09,10.6,126,23.0,92.6,16982
2024-06-08,C_09,10.2,118,20.6,72.7,19944
2024-06-09,C_09,7.6,106,23.1,95.8,22892
2024-06-10,C_09,10.1,120,24.8,94.4,24678
2024-06-11,C_09,9.5,117,24.1,71.0,23191
2024-06-12,C_09,8.6,129,25.6,72.7,23633
2024-06-13,C_09,8.0,129,20.4,71.5,23462
2024-06-14,C_09,10.4,104,22.3,80.0,28888
2024-06-15,C_09,9.8,105,26.6,85.3,15343
2024-06-16,C_09,9.2,93,20.6,86.0,24398
2024-06-17,C_09,9.4,93,26.8,78.0,29838
2024-06-18,C_09,7.4,93,20.7,97.3,18081
2024-06-19,C_09,8.9,104,26.7,81.0,21637
2024-06-20,C_09,7.8,115,22.9,71.4,24449
2024-06-21,C_09,7.8,83,24.9,79.0,17291
2024-06-22,C_09,9.6,126,21.2,85.9,16532
2024-06-23,C_09,10.6,94,20.5,82.2,26614
2024-06-24,C_09,8.6,111,21.7,78.2,19362
2024-06-25,C_09,7.8,97,21.0,73.9,16653
2024-06-26,C_09,9.6,93,22.5,94.6,19988
2024-06-27,C_09,10.5,80,24.1,99.9,21344
2024-06-28,C_09,10.0,121,24.7,79.9,23430
2024-01-01,C_10,7.7,90,26.8,87.7,26632
2024-01-02,C_10,10.0,103,21.7,79.3,28231
2024-01-03,C_10,10.0,122,25.0,83.5,22160
2024-01-04,C_10,7.2,89,20.6,94.2,21110
2024-01-05,C_10,7.1,116,26.7,74.8,18545
2024-01-06,C_10,10.9,92,21.4,78.8,16213
2024-01-07,C_10,7.8,123,20.6,90.4,26123
2024-01-08,C_10,10.3,121,23.2,79.5,15418
2024-01-09,C_10,9.2,118,24.6,93.8,26973
2024-01-10,C_10,8.1,98,26.8,73.9,19960
2024-01-11,C_10,7.5,98,27.8,92.9,15788
2024-01-12,C_10,9.0,91,23.5,72.1,16871
2024-01-13,C_10,8.6,101,20.5,70.4,27782
2024-01-14,C_10,9.8,126,26.0,96.9,28350
2024-01-15,C_10,10.6,116,24.5,87.4,29497
2024-01-16,C_10,10.2,109,23.6,80.6,17025
2024-01-17,C_10,8.1,125,22.5,77.0,21264
2024-01-18,C_10,10.5,91,24.0,88.5,17446
2024-01-19,C_10,10.3,108,22.7,85.3,22429
2024-01-20,C_10,10.7,100,26.1,99.7,29273
2024-01-21,C_10,8.8,90,24.4,99.5,19823
2024-01-22,C_10,10.1,116,27.0,89.1,23752
2024-01-23,C_10,9.4,127,24.3,83.3,17651
2024-01-24,C_10,8.2,97,21.9,84.7,28440
2024-01-25,C_10,11.0,123,26.8,90.5,27096
2024-01-26,C_10,7.2,106,24.5,73.0,15539
2024-01-27,C_10,7.6,116,21.7,79.9,21499
2024-01-28,C_10,10.6,127,25.0,72.3,19755
2024-01-29,C_10,7.2,91,22.9,72.2,29767
2024-01-30,C_10,10.5,102,26.8,75.9,20959
2024-01-31,C_10,9.9,113,23.6,84.6,26328
2024-02-01,C_10,7.1,117,25.8,93.5,18289
2024-02-02,C_10,8.7,102,20.8,84.6,25802
2024-02-03,C_10,10.0,104,23.2,80.1,20546
2024-02-04,C_10,9.3,83,27.9,72.5,28104
2024-02-05,C_10,10.7,109,26.5,86.5,25136
2024-02-06,C_10,10.5,109,21.3,78.1,26337
2024-02-07,C_10,8.3,92,22.2,88.4,17758
2024-02-08,C_10,7.3,121,22.6,99.3,20311
2024-02-09,C_10,10.8,128,25.2,73.3,26452
2024-02-10,C_10,9.1,93,26.1,76.4,19107
2024-02-11,C_10,7.3,126,26.0,84.2,29574
2024-02-12,C_10,10.3,87,24.1,99.1,16895
2024-02-13,C_10,10.5,103,26.5,93.2,17500
2024-02-14,C_10,9.6,97,23.5,96.9,29718
2024-02-15,C_10,8.8,114,21.0,80.0,17829
2024-02-16,C_10,9.6,104,24.5,99.8,27065
2024-02-17,C_10,9.8,96,27.6,73.1,15047
2024-02-18,C_10,10.6,111,26.3,71.6,17364
2024-02-19,C_10,10.8,103,24.6,95.7,25448
2024-02-20,C_10,9.1,86,25.2,97.8,20666
2024-02-21,C_10,10.2,92,27.4,72.7,27864
2024-02-22,C_10,10.9,106,23.4,73.4,21458
2024-02-23,C_10,7.6,127,22.7,71.0,23945
2024-02-24,C_10,7.1,84,27.8,73.1,23177
2024-02-25,C_10,10.5,115,26.9,76.3,28347
2024-02-26,C_10,7.8,105,22.6,99.1,22630
2024-02-27,C_10,7.2,121,23.7,90.0,22931
2024-02-28,C_10,7.6,124,23.3,93.4,22058
2024-02-29,C_10,8.5,110,21.2,93.3,17802
2024-03-01,C_10,7.9,89,27.7,86.1,27841
2024-03-02,C_10,8.2,125,23.2,93.9,26844
2024-03-03,C_10,10.9,105,27.0,87.9,23594
2024-03-04,C_10,9.8,101,21.5,79.4,28418
2024-03-05,C_10,9.8,91,24.4,86.8,17086
2024-03-06,C_10,7.4,111,20.2,86.0,21724
2024-03-07,C_10,9.9,106,26.1,94.7,25419
2024-03-08,C_10,10.0,112,24.6,99.5,21155
2024-03-09,C_10,9.6,99,25.0,82.3,26602
2024-03-10,C_10,7.9,118,20.4,92.9,26182
2024-03-11,C_10,8.7,120,21.7,73.0,27835
2024-03-12,C_10,10.4,119,20.6,93.3,16149
2024-03-13,C_10,9.7,92,22.3,81.1,15062
2024-03-14,C_10,9.9,93,25.0,71.2,28131
2024-03-15,C_10,9.3,123,24.5,80.9,18153
2024-03-16,C_10,8.8,119,24.9,88.3,24200
2024-03-17,C_10,10.0,101,24.4,73.6,20938
2024-03-18,C_10,7.3,97,22.2,97.7,25223
2024-03-19,C_10,9.7,127,22.0,72.3,24514
2024-03-20,C_10,11.0,108,21.1,97.9,25273
2024-03-21,C_10,10.1,122,26.8,91.2,15751
2024-03-22,C_10,8.2,95,24.9,79.9,22776
2024-03-23,C_10,8.1,125,21.5,81.7,27336
2024-03-24,C_10,9.7,114,21.4,92.2,23849
2024-03-25,C_10,10.6,113,27.0,88.0,24852
2024-03-26,C_10,9.3,82,25.9,90.1,15700
2024-03-27,C_10,9.1,83,25.3,81.7,24272
2024-03-28,C_10,7.6,84,23.3,84.6,25348
2024-03-29,C_10,9.9,89,22.1,99.7,16540
2024-03-30,C_10,9.8,108,27.8,76.4,18032
2024-03-31,C_10,10.9,111,26.4,82.5,21167
2024-04-01,C_10,8.2,110,22.4,78.8,21364
2024-04-02,C_10,10.0,81,26.8,93.0,16983
2024-04-03,C_10,8.7,91,26.1,92.9,23506
2024-04-04,C_10,9.2,106,22.4,78.8,29629
2024-04-05,C_10,10.3,84,23.4,72.4,26273
2024-04-06,C_10,7.9,116,21.5,70.3,20796
2024-04-07,C_10,8.4,106,20.9,82.8,22648
2024-04-08,C_10,10.1,102,25.8,82.3,22894
2024-04-09,C_10,9.3,112,22.1,99.7,28305
2024-04-10,C_10,7.4,83,26.6,84.1,27925
2024-04-11,C_10,8.7,100,28.0,77.7,17314
2024-04-12,C_10,9.3,103,20.6,96.7,22959
2024-04-13,C_10,10.6,123,23.8,84.7,25327
2024-04-14,C_10,7.8,110,26.4,88.0,29790
2024-04-15,C_10,10.2,123,26.3,72.9,16649
2024-04-16,C_10,7.5,127,26.1,81.5,22700
2024-04-17,C_10,8.0,103,22.8,98.3,26411
2024-04-18,C_10,8.0,128,23.6,87.7,21900
2024-04-19,C_10,10.5,89,24.8,80.3,18800
2024-04-20,C_10,7.8,128,27.8,88.8,17478
2024-04-21,C_10,10.1,128,22.6,97.3,27259
2024-04-22,C_10,8.8,129,27.4,78.2,24967
2024-04-23,C_10,11.0,81,22.2,85.2,25158
2024-04-24,C_10,10.4,110,27.9,98.8,22054
2024-04-25,C_10,10.0,104,25.4,75.2,21059
2024-04-26,C_10,10.5,83,23.7,91.6,24959
2024-04-27,C_10,9.5,90,24.9,88.4,27007
2024-04-28,C_10,10.4,96,22.2,90.4,23433
2024-04-29,C_10,8.0,123,22.2,80.5,27989
2024-04-30,C_10,7.4,81,20.9,79.4,26141
2024-05-01,C_10,9.5,85,20.9,90.5,28028
2024-05-02,C_10,8.7,88,22.8,76.5,21209
2024-05-03,C_10,8.7,84,26.1,82.6,22115
2024-05-04,C_10,9.1,99,24.9,75.6,29713
2024-05-05,C_10,8.4,108,20.8,70.2,29723
2024-05-06,C_10,9.5,100,26.8,99.1,29102
2024-05-07,C_10,7.1,88,24.8,83.0,28068
2024-05-08,C_10,10.9,107,27.7,99.1,17256
2024-05-09,C_10,10.7,87,25.4,74.2,27303
2024-05-10,C_10,10.7,110,21.4,87.6,18368
2024-05-11,C_10,8.5,99,23.8,76.0,28273
2024-05-12,C_10,9.1,106,25.2,93.7,22387
2024-05-13,C_10,10.8,87,20.2,93.5,23558
2024-05-14,C_10,10.6,100,20.1,73.4,17827
2024-05-15,C_10,10.2,107,21.0,97.4,24444
2024-05-16,C_10,8.6,102,22.0,75.8,17487
2024-05-17,C_10,9.3,85,23.4,88.4,27977
2024-05-18,C_10,10.2,82,23.9,99.6,18603
2024-05-19,C_10,8.1,84,21.1,96.5,18521
2024-05-20,C_10,9.5,88,25.4,98.7,28347
2024-05-21,C_10,10.3,86,24.8,80.3,28134
2024-05-22,C_10,9.8,83,22.4,73.2,19517
2024-05-23,C_10,8.9,118,20.1,75.7,16643
2024-05-24,C_10,9.3,84,20.6,85.0,16212
2024-05-25,C_10,11.0,90,23.1,93.8,22345
2024-05-26,C_10,9.4,94,21.2,74.5,19703
2024-05-27,C_10,10.1,113,23.0,89.8,20434
2024-05-28,C_10,9.9,92,25.0,79.7,15019
2024-05-29,C_10,9.8,127,24.4,80.2,15675
2024-05-30,C_10,9.9,86,21.8,89.9,19477
2024-05-31,C_10,8.8,119,22.8,84.0,15608
2024-06-01,C_10,8.9,85,24.9,94.4,21286
2024-06-02,C_10,8.9,118,26.9,74.7,15061
2024-06-03,C_10,7.1,129,26.0,93.7,24457
2024-06-04,C_10,8.0,109,24.4,71.9,25477
2024-06-05,C_10,7.6,101,22.9,75.8,16154
2024-06-06,C_10,10.5,104,22.9,89.7,24820
2024-06-07,C_10,8.1,107,27.0,95.6,24818
2024-06-08,C_10,7.6,99,20.3,77.6,18716
2024-06-09,C_10,7.5,118,27.9,79.8,20242
2024-06-10,C_10,9.8,82,25.3,86.1,20559
2024-06-11,C_10,7.0,84,25.4,76.3,20022
2024-06-12,C_10,8.9,80,20.3,94.3,21485
2024-06-13,C_10,7.5,94,24.8,93.2,16442
2024-06-14,C_10,10.4,105,23.9,74.4,16653
2024-06-15,C_10,10.8,82,20.8,83.9,17502
2024-06-16,C_10,10.8,119,22.2,93.2,18269
2024-06-17,C_10,8.8,120,27.1,80.1,15281
2024-06-18,C_10,9.6,126,24.4,89.0,28173
2024-06-19,C_10,9.4,121,23.3,71.5,24216
2024-06-20,C_10,8.4,113,20.6,88.3,28010
2024-06-21,C_10,8.8,84,25.7,74.6,29086
2024-06-22,C_10,7.3,110,25.6,94.9,18403
2024-06-23,C_10,10.2,92,24.9,80.7,16235
2024-06-24,C_10,8.0,122,24.1,78.4,27374
2024-06-25,C_10,8.8,80,23.5,95.2,19760
2024-06-26,C_10,8.9,101,24.7,71.5,28149
2024-06-27,C_10,9.2,94,21.9,81.9,29010
2024-06-28,C_10,10.3,105,27.5,81.1,29396
2024-01-01,C_11,10.0,126,25.6,76.5,29251
2024-01-02,C_11,7.7,123,21.4,78.4,17529
2024-01-03,C_11,10.8,85,23.7,77.2,28209
2024-01-04,C_11,9.6,80,20.2,84.9,16430
2024-01-05,C_11,10.4,104,21.1,98.3,18912
2024-01-06,C_11,9.2,95,25.4,83.3,16532
2024-01-07,C_11,8.7,94,26.0,89.8,16892
2024-01-08,C_11,10.9,113,20.9,90.7,29855
2024-01-09,C_11,9.3,96,21.8,96.1,26316
2024-01-10,C_11,10.5,82,20.8,71.0,16421
2024-01-11,C_11,10.8,82,23.5,82.1,28510
2024-01-12,C_11,9.7,116,21.0,93.5,23582
2024-01-13,C_11,9.2,96,23.5,94.4,20768
2024-01-14,C_11,7.0,128,25.9,97.8,17818
2024-01-15,C_11,7.2,117,25.5,91.1,25061
2024-01-16,C_11,7.8,80,22.2,77.4,26152
2024-01-17,C_11,7.7,86,25.4,85.2,20617
2024-01-18,C_11,8.0,105,27.4,71.0,16195
2024-01-19,C_11,8.2,126,22.8,89.4,21229
2024-01-20,C_11,8.4,118,22.6,86.6,25797
2024-01-21,C_11,8.7,98,24.6,90.0,24049
2024-01-22,C_11,7.4,109,22.0,97.9,20305
2024-01-23,C_11,7.2,122,25.2,90.6,26419
2024-01-24,C_11,9.7,93,26.7,79.6,24708
2024-01-25,C_11,9.1,92,23.7,76.0,23077
2024-01-26,C_11,8.8,99,25.4,95.6,28938
2024-01-27,C_11,9.5,105,25.2,75.8,24345
2024-01-28,C_11,10.3,106,20.3,74.8,15842
2024-01-29,C_11,8.7,104,21.5,76.2,20200
2024-01-30,C_11,9.6,88,27.1,85.3,20921
2024-01-31,C_11,10.8,120,27.5,73.7,24874
2024-02-01,C_11,10.4,127,26.2,98.1,15294
2024-02-02,C_11,8.7,91,27.4,99.0,21097
2024-02-03,C_11,9.6,89,22.4,99.2,21412
2024-02-04,C_11,7.7,85,22.0,71.2,23836
2024-02-05,C_11,9.2,129,23.1,98.4,26825
2024-02-06,C_11,10.9,113,20.4,99.9,21678
2024-02-07,C_11,9.1,120,26.5,98.3,25327
2024-02-08,C_11,10.7,98,27.9,90.1,20020
2024-02-09,C_11,8.6,85,26.6,91.0,20743
2024-02-10,C_11,11.0,81,24.4,73.7,15110
2024-02-11,C_11,9.3,94,22.4,96.2,23775
2024-02-12,C_11,7.2,96,21.6,71.8,26417
2024-02-13,C_11,9.3,95,22.9,79.5,24678
2024-02-14,C_11,8.1,107,25.3,99.7,19864
2024-02-15,C_11,7.1,100,23.6,82.7,28467
2024-02-16,C_11,10.3,87,27.5,73.9,16648
2024-02-17,C_11,8.1,89,26.8,99.1,21381
2024-02-18,C_11,10.2,89,20.8,99.5,17381
2024-02-19,C_11,8.2,129,21.1,75.6,15105
2024-02-20,C_11,7.8,89,25.4,95.9,26745
2024-02-21,C_11,10.9,88,21.8,81.7,20818
2024-02-22,C_11,8.4,107,26.3,81.4,24886
2024-02-23,C_11,9.4,103,24.7,77.9,24925
2024-02-24,C_11,9.4,98,21.8,71.3,15381
2024-02-25,C_11,9.2,112,23.8,78.0,25928
2024-02-26,C_11,10.7,83,23.2,71.6,19356
2024-02-27,C_11,9.7,82,27.0,97.7,20918
2024-02-28,C_11,8.6,121,20.3,89.9,16316
2024-02-29,C_11,10.4,91,27.2,96.6,20454
2024-03-01,C_11,7.7,97,25.2,91.5,25894
2024-03-02,C_11,9.2,102,25.9,73.9,28107
2024-03-03,C_11,10.8,99,20.0,98.2,19074
2024-03-04,C_11,9.5,85,25.0,97.0,19804
2024-03-05,C_11,10.3,113,24.7,80.4,29811
2024-03-06,C_11,9.6,121,24.3,73.3,15906
2024-03-07,C_11,10.4,81,26.3,91.1,29890
2024-03-08,C_11,10.8,109,24.4,91.9,22621
2024-03-09,C_11,8.1,88,26.9,96.9,15662
2024-03-10,C_11,7.7,106,21.9,71.6,28607
2024-03-11,C_11,8.9,121,26.4,74.3,21718
2024-03-12,C_11,9.8,113,21.4,87.9,29977
2024-03-13,C_11,7.9,119,26.5,88.6,23654
2024-03-14,C_11,7.0,103,27.5,71.0,26094
2024-03-15,C_11,8.4,128,22.7,81.9,27872
2024-03-16,C_11,10.9,96,24.2,87.5,15942
2024-03-17,C_11,9.8,108,25.3,92.1,29951
2024-03-18,C_11,8.6,115,20.6,79.5,23349
2024-03-19,C_11,7.8,129,24.0,84.5,21415
2024-03-20,C_11,8.4,91,22.9,94.4,29138
2024-03-21,C_11,7.7,110,27.0,98.6,18309
2024-03-22,C_11,7.4,128,27.0,76.9,16326
2024-03-23,C_11,10.6,88,25.6,77.6,25909
2024-03-24,C_11,11.0,98,25.2,98.2,25860
2024-03-25,C_11,7.7,125,25.9,81.9,25760
2024-03-26,C_11,7.2,125,22.9,91.6,26584
2024-03-27,C_11,8.3,96,23.2,88.4,17106
2024-03-28,C_11,8.8,81,24.4,78.6,28669
2024-03-29,C_11,7.8,119,27.5,89.6,19799
2024-03-30,C_11,8.2,84,25.8,89.7,23839
2024-03-31,C_11,7.8,118,24.4,87.8,26514
2024-04-01,C_11,10.1,127,26.2,73.0,17938
2024-04-02,C_11,9.9,95,23.0,99.9,17483
2024-04-03,C_11,9.5,96,25.8,82.0,27433
2024-04-04,C_11,8.5,106,23.3,89.1,26098
2024-04-05,C_11,10.6,86,22.2,96.6,26217
2024-04-06,C_11,10.9,87,24.9,82.7,16375
2024-04-07,C_11,7.7,87,25.5,93.2,22856
2024-04-08,C_11,7.9,102,23.7,99.2,25015
2024-04-09,C_11,9.1,111,24.5,80.8,15244
2024-04-10,C_11,7.4,122,25.6,82.2,28871
2024-04-11,C_11,8.7,126,26.1,97.2,17348
2024-04-12,C_11,9.3,97,27.2,74.8,29773
2024-04-13,C_11,9.1,117,22.8,70.9,24059
2024-04-14,C_11,8.3,91,27.6,97.3,29435
2024-04-15,C_11,9.2,94,25.1,94.6,26053
2024-04-16,C_11,10.8,107,26.3,99.2,15479
2024-04-17,C_11,7.8,117,25.6,71.7,25654
2024-04-18,C_11,9.6,129,21.6,74.7,29500
2024-04-19,C_11,7.2,110,20.6,73.2,16935
2024-04-20,C_11,7.3,88,25.8,90.5,29253
2024-04-21,C_11,9.2,87,24.1,88.2,20757
2024-04-22,C_11,7.4,125,25.6,80.8,26565
2024-04-23,C_11,7.1,98,23.8,71.7,26213
2024-04-24,C_11,7.7,87,22.5,89.2,26384
2024-04-25,C_11,9.3,113,22.3,87.1,15087
2024-04-26,C_11,9.8,83,25.8,73.4,24432
2024-04-27,C_11,7.8,110,22.2,97.3,23764
2024-04-28,C_11,9.7,117,25.7,76.0,24005
2024-04-29,C_11,7.7,82,23.1,92.3,15178
2024-04-30,C_11,9.5,114,26.2,96.6,24917
2024-05-01,C_11,8.6,98,21.1,87.4,15162
2024-05-02,C_11,9.6,122,21.6,77.4,17640
2024-05-03,C_11,11.0,108,25.5,79.3,24197
2024-05-04,C_11,10.8,89,24.5,96.6,17348
2024-05-05,C_11,7.0,91,21.6,78.9,17421
2024-05-06,C_11,10.5,125,27.2,92.4,25947
2024-05-07,C_11,7.3,109,22.2,99.7,19298
2024-05-08,C_11,10.8,109,23.4,100.0,19142
2024-05-09,C_11,8.1,97,21.6,86.0,27750
2024-05-10,C_11,8.5,103,23.1,94.8,26933
2024-05-11,C_11,7.4,111,23.9,99.7,19503
2024-05-12,C_11,7.4,88,22.4,81.2,16217
2024-05-13,C_11,9.9,126,26.2,77.6,17474
2024-05-14,C_11,10.8,103,23.2,73.4,15929
2024-05-15,C_11,9.4,105,25.8,74.2,22958
2024-05-16,C_11,9.9,82,21.7,95.6,23508
2024-05-17,C_11,10.0,102,23.0,87.7,16502
2024-05-18,C_11,8.1,90,20.1,96.2,15420
2024-05-19,C_11,7.2,89,26.1,93.7,28580
2024-05-20,C_11,7.0,129,25.0,90.2,20830
2024-05-21,C_11,8.4,115,26.5,88.3,29047
2024-05-22,C_11,8.0,92,23.6,71.5,19358
2024-05-23,C_11,7.2,108,26.4,96.2,16449
2024-05-24,C_11,7.7,117,25.2,82.5,29501
2024-05-25,C_11,7.5,92,20.0,86.8,20811
2024-05-26,C_11,10.7,105,22.0,70.7,23619
2024-05-27,C_11,7.6,99,24.0,98.1,22871
2024-05-28,C_11,9.2,84,24.9,97.1,23588
2024-05-29,C_11,9.4,99,20.5,86.3,28527
2024-05-30,C_11,9.2,93,25.6,87.3,23987
2024-05-31,C_11,7.4,124,24.3,91.2,15106
2024-06-01,C_11,8.3,93,24.2,77.9,19049
2024-06-02,C_11,7.2,87,22.3,76.7,23289
2024-06-03,C_11,8.6,127,24.8,90.2,16903
2024-06-04,C_11,7.8,92,20.2,73.1,22649
2024-06-05,C_11,9.2,103,20.5,83.6,18570
2024-06-06,C_11,9.8,94,25.9,84.8,26493
2024-06-07,C_11,9.1,80,22.6,81.4,20376
2024-06-08,C_11,8.7,101,22.8,75.6,15042
2024-06-09,C_11,8.5,113,21.7,80.7,21385
2024-06-10,C_11,10.4,129,23.6,80.1,16577
2024-06-11,C_11,7.9,119,20.4,85.0,27382
2024-06-12,C_11,9.9,82,22.4,90.2,21065
2024-06-13,C_11,10.0,105,24.2,99.0,20885
2024-06-14,C_11,8.7,93,23.7,74.3,27475
2024-06-15,C_11,8.2,120,28.0,96.2,23576
2024-06-16,C_11,8.9,87,23.1,78.5,28106
2024-06-17,C_11,7.4,128,23.1,87.7,26663
2024-06-18,C_11,7.2,95,24.0,86.4,18577
2024-06-19,C_11,7.4,121,21.5,86.7,18238
2024-06-20,C_11,7.7,100,27.0,91.7,20244
2024-06-21,C_11,9.0,89,24.6,81.5,24888
2024-06-22,C_11,10.4,104,21.5,79.6,17134
2024-06-23,C_11,7.9,117,26.3,95.6,18892
2024-06-24,C_11,10.7,101,20.3,76.6,25728
2024-06-25,C_11,10.8,128,27.9,75.4,19321
2024-06-26,C_11,10.8,127,26.9,70.5,20776
2024-06-27,C_11,10.4,126,24.6,76.3,25584
2024-06-28,C_11,8.5,125,20.9,85.6,29185
2024-01-01,C_12,9.6,122,23.3,92.1,18941
2024-01-02,C_12,7.6,120,21.5,98.1,24213
2024-01-03,C_12,7.7,116,20.8,98.8,21603
2024-01-04,C_12,7.8,112,22.4,99.1,23625
2024-01-05,C_12,8.0,104,26.9,88.8,16403
2024-01-06,C_12,7.9,125,20.1,81.5,22819
2024-01-07,C_12,8.6,116,22.3,74.0,18511
2024-01-08,C_12,9.6,119,23.4,81.6,17935
2024-01-09,C_12,8.8,100,24.1,98.3,19878
2024-01-10,C_12,10.1,125,21.5,96.7,22506
2024-01-11,C_12,9.9,127,27.7,85.7,28275
